Planta,Producto,DescrProducto,Dia,Inventario,Abasto tránsito,Demanda
Tonala,10000922,Mortero 25k,17,0,36,53
Tonala,10000922,Mortero 25k,18,12,36,91
Tonala,10000922,Mortero 25k,19,29,0,32
Tonala,10000922,Mortero 25k,20,69,0,0
Tonala,10000922,Mortero 25k,21,69,0,66
Tonala,10000922,Mortero 25k,22,3,108,101
Tonala,10000922,Mortero 25k,23,10,28,36
Tonala,10000922,Mortero 25k,24,3,36,74
Tonala,10000922,Mortero 25k,25,1,0,36
Tonala,10000922,Mortero 25k,26,1,164,67
Tonala,10000922,Mortero 25k,27,205,0,0
Tonala,10000922,Mortero 25k,28,205,0,70
Tonala,10000922,Mortero 25k,29,171,36,54
Tonala,10000922,Mortero 25k,30,188,28,152
Tonala,10000922,Mortero 25k,31,64,36,58
Tonala,10000920,Mortero 50k,1,0,0,0
Tonala,10000920,Mortero 50k,2,0,0,0
Tonala,10000920,Mortero 50k,3,0,0,0
Tonala,10000920,Mortero 50k,4,0,0,0
Tonala,10000920,Mortero 50k,5,0,0,0
Tonala,10000920,Mortero 50k,6,0,0,0
Tonala,10000920,Mortero 50k,7,0,0,0
Tonala,10000920,Mortero 50k,8,0,0,0
Tonala,10000920,Mortero 50k,9,0,0,0
Tonala,10000920,Mortero 50k,10,0,0,0
Tonala,10000920,Mortero 50k,11,0,0,0
Tonala,10000920,Mortero 50k,12,0,0,0
Tonala,10000920,Mortero 50k,13,0,0,0
Tonala,10000920,Mortero 50k,14,0,0,0
Tonala,10000920,Mortero 50k,15,0,0,0
Tonala,10000920,Mortero 50k,16,0,0,0
Tonala,10000920,Mortero 50k,17,0,0,0
Tonala,10000920,Mortero 50k,18,0,0,0
Tonala,10000920,Mortero 50k,19,0,0,0
Tonala,10000920,Mortero 50k,20,0,0,0
Tonala,10000920,Mortero 50k,21,0,0,0
Tonala,10000920,Mortero 50k,22,0,0,0
Tonala,10000920,Mortero 50k,23,0,0,0
Tonala,10000920,Mortero 50k,24,0,0,0
Tonala,10000920,Mortero 50k,25,0,0,0
Tonala,10000920,Mortero 50k,26,0,0,0
Tonala,10000920,Mortero 50k,27,0,0,0
Tonala,10000920,Mortero 50k,28,0,0,0
Tonala,10000920,Mortero 50k,29,0,0,0
Tonala,10000920,Mortero 50k,30,0,0,0
Tonala,10000920,Mortero 50k,31,0,0,0
Tonala,10000969,Impercem 50k,1,1,0,0
Tonala,10000969,Impercem 50k,2,1,0,0
Tonala,10000969,Impercem 50k,3,1,0,0
Tonala,10000969,Impercem 50k,4,1,0,0
Tonala,10000969,Impercem 50k,5,1,0,0
Tonala,10000969,Impercem 50k,6,1,0,0
Tonala,10000969,Impercem 50k,7,1,0,0
Tonala,10000969,Impercem 50k,8,1,0,0
Tonala,10000969,Impercem 50k,9,1,0,0
Tonala,10000969,Impercem 50k,10,1,0,0
Tonala,10000969,Impercem 50k,11,1,0,0
Tonala,10000969,Impercem 50k,12,1,0,0
Tonala,10000969,Impercem 50k,13,1,0,0
Tonala,10000969,Impercem 50k,14,1,0,0
Tonala,10000969,Impercem 50k,15,1,0,0
Tonala,10000969,Impercem 50k,16,1,0,0
Tonala,10000969,Impercem 50k,17,1,0,0
Tonala,10000969,Impercem 50k,18,1,0,0
Tonala,10000969,Impercem 50k,19,1,0,0
Tonala,10000969,Impercem 50k,20,1,0,0
Tonala,10000969,Impercem 50k,21,1,0,0
Tonala,10000969,Impercem 50k,22,1,0,0
Tonala,10000969,Impercem 50k,23,1,0,0
Tonala,10000969,Impercem 50k,24,1,0,0
Tonala,10000969,Impercem 50k,25,1,0,0
Tonala,10000969,Impercem 50k,26,1,0,0
Tonala,10000969,Impercem 50k,27,1,0,0
Tonala,10000969,Impercem 50k,28,1,0,0
Tonala,10000969,Impercem 50k,29,1,0,0
Tonala,10000969,Impercem 50k,30,1,0,0
Tonala,10000969,Impercem 50k,31,1,0,0
Tonala,10002066,CPC30R 50k,1,193,108,0
Tonala,10002066,CPC30R 50k,2,193,108,49
Tonala,10002066,CPC30R 50k,3,252,63,74
Tonala,10002066,CPC30R 50k,4,241,108,148
Tonala,10002066,CPC30R 50k,5,201,72,96
Tonala,10002066,CPC30R 50k,6,178,0,0
Tonala,10002066,CPC30R 50k,7,178,0,70
Tonala,10002066,CPC30R 50k,8,143,144,88
Tonala,10002066,CPC30R 50k,9,199,167,112
Tonala,10002066,CPC30R 50k,10,253,108,113
Tonala,10002066,CPC30R 50k,11,248,108,70
Tonala,10002066,CPC30R 50k,12,286,95,35
Tonala,10002066,CPC30R 50k,13,346,0,0
Tonala,10002066,CPC30R 50k,14,346,0,25
Tonala,10002066,CPC30R 50k,15,321,0,98
Tonala,10002066,CPC30R 50k,16,223,209,57
Tonala,10002066,CPC30R 50k,17,223,209,24
Tonala,10002066,CPC30R 50k,18,424,16,31
Tonala,10002066,CPC30R 50k,19,408,0,7
Tonala,10002066,CPC30R 50k,20,401,0,0
Tonala,10002066,CPC30R 50k,21,401,0,0
Tonala,10002066,CPC30R 50k,22,401,0,15
Tonala,10002066,CPC30R 50k,23,387,0,93
Tonala,10002066,CPC30R 50k,24,279,72,55
Tonala,10002066,CPC30R 50k,25,296,59,32
Tonala,10002066,CPC30R 50k,26,322,63,0
Tonala,10002066,CPC30R 50k,27,385,0,0
Tonala,10002066,CPC30R 50k,28,385,0,11
Tonala,10002066,CPC30R 50k,29,374,0,32
Tonala,10002066,CPC30R 50k,30,342,14,86
Tonala,10002066,CPC30R 50k,31,270,72,26
Tonala,10029384,CPC30R 25k,1,308,36,0
Tonala,10029384,CPC30R 25k,2,308,36,145
Tonala,10029384,CPC30R 25k,3,199,36,87
Tonala,10029384,CPC30R 25k,4,184,64,149
Tonala,10029384,CPC30R 25k,5,99,72,60
Tonala,10029384,CPC30R 25k,6,146,100,0
Tonala,10029384,CPC30R 25k,7,146,100,158
Tonala,10029384,CPC30R 25k,8,88,46,134
Tonala,10029384,CPC30R 25k,9,0,92,92
Tonala,10029384,CPC30R 25k,10,0,64,64
Tonala,10029384,CPC30R 25k,11,0,144,122
Tonala,10029384,CPC30R 25k,12,58,0,55
Tonala,10029384,CPC30R 25k,13,40,144,0
Tonala,10029384,CPC30R 25k,14,40,144,145
Tonala,10029384,CPC30R 25k,15,38,108,62
Tonala,10029384,CPC30R 25k,16,84,108,64
Tonala,10029384,CPC30R 25k,17,84,108,84
Tonala,10029384,CPC30R 25k,18,109,100,132
Tonala,10029384,CPC30R 25k,19,77,0,56
Tonala,10029384,CPC30R 25k,20,22,0,0
Tonala,10029384,CPC30R 25k,21,22,0,19
Tonala,10029384,CPC30R 25k,22,3,36,82
Tonala,10029384,CPC30R 25k,23,20,180,140
Tonala,10029384,CPC30R 25k,24,75,128,44
Tonala,10029384,CPC30R 25k,25,231,200,68
Tonala,10029384,CPC30R 25k,26,363,0,35
Tonala,10029384,CPC30R 25k,27,328,0,0
Tonala,10029384,CPC30R 25k,28,328,0,104
Tonala,10029384,CPC30R 25k,29,224,108,64
Tonala,10029384,CPC30R 25k,30,268,28,110
Tonala,10029384,CPC30R 25k,31,186,36,171
Tonala,10042669,Bco CPC30R 25k,1,23,0,0
Tonala,10042669,Bco CPC30R 25k,2,23,0,0
Tonala,10042669,Bco CPC30R 25k,3,23,9,0
Tonala,10042669,Bco CPC30R 25k,4,32,0,6
Tonala,10042669,Bco CPC30R 25k,5,27,0,16
Tonala,10042669,Bco CPC30R 25k,6,11,0,0
Tonala,10042669,Bco CPC30R 25k,7,11,0,11
Tonala,10042669,Bco CPC30R 25k,8,0,26,1
Tonala,10042669,Bco CPC30R 25k,9,26,0,2
Tonala,10042669,Bco CPC30R 25k,10,24,0,0
Tonala,10042669,Bco CPC30R 25k,11,24,0,0
Tonala,10042669,Bco CPC30R 25k,12,24,13,0
Tonala,10042669,Bco CPC30R 25k,13,37,0,0
Tonala,10042669,Bco CPC30R 25k,14,37,0,1
Tonala,10042669,Bco CPC30R 25k,15,36,0,3
Tonala,10042669,Bco CPC30R 25k,16,33,0,1
Tonala,10042669,Bco CPC30R 25k,17,33,0,9
Tonala,10042669,Bco CPC30R 25k,18,23,7,15
Tonala,10042669,Bco CPC30R 25k,19,15,13,0
Tonala,10042669,Bco CPC30R 25k,20,28,0,0
Tonala,10042669,Bco CPC30R 25k,21,28,0,0
Tonala,10042669,Bco CPC30R 25k,22,28,7,7
Tonala,10042669,Bco CPC30R 25k,23,28,0,0
Tonala,10042669,Bco CPC30R 25k,24,28,0,11
Tonala,10042669,Bco CPC30R 25k,25,17,13,8
Tonala,10042669,Bco CPC30R 25k,26,22,9,0
Tonala,10042669,Bco CPC30R 25k,27,31,0,0
Tonala,10042669,Bco CPC30R 25k,28,31,0,5
Tonala,10042669,Bco CPC30R 25k,29,26,0,0
Tonala,10042669,Bco CPC30R 25k,30,26,11,0
Tonala,10042669,Bco CPC30R 25k,31,37,0,3
Tonala,10042668,Bco CPC30R 50k,1,32,0,0
Tonala,10042668,Bco CPC30R 50k,2,32,0,0
Tonala,10042668,Bco CPC30R 50k,3,32,0,0
Tonala,10042668,Bco CPC30R 50k,4,32,0,3
Tonala,10042668,Bco CPC30R 50k,5,29,0,10
Tonala,10042668,Bco CPC30R 50k,6,19,0,0
Tonala,10042668,Bco CPC30R 50k,7,19,0,2
Tonala,10042668,Bco CPC30R 50k,8,17,0,0
Tonala,10042668,Bco CPC30R 50k,9,17,14,5
Tonala,10042668,Bco CPC30R 50k,10,25,9,0
Tonala,10042668,Bco CPC30R 50k,11,34,0,0
Tonala,10042668,Bco CPC30R 50k,12,34,0,0
Tonala,10042668,Bco CPC30R 50k,13,34,0,0
Tonala,10042668,Bco CPC30R 50k,14,34,0,3
Tonala,10042668,Bco CPC30R 50k,15,31,0,0
Tonala,10042668,Bco CPC30R 50k,16,31,0,0
Tonala,10042668,Bco CPC30R 50k,17,31,0,7
Tonala,10042668,Bco CPC30R 50k,18,24,5,2
Tonala,10042668,Bco CPC30R 50k,19,27,0,0
Tonala,10042668,Bco CPC30R 50k,20,27,0,0
Tonala,10042668,Bco CPC30R 50k,21,27,0,0
Tonala,10042668,Bco CPC30R 50k,22,27,7,1
Tonala,10042668,Bco CPC30R 50k,23,32,0,0
Tonala,10042668,Bco CPC30R 50k,24,32,0,0
Tonala,10042668,Bco CPC30R 50k,25,32,7,5
Tonala,10042668,Bco CPC30R 50k,26,34,0,0
Tonala,10042668,Bco CPC30R 50k,27,34,0,0
Tonala,10042668,Bco CPC30R 50k,28,34,0,3
Tonala,10042668,Bco CPC30R 50k,29,32,0,0
Tonala,10042668,Bco CPC30R 50k,30,32,0,0
Tonala,10042668,Bco CPC30R 50k,31,32,0,2
Tonala,10003053,Multiplast 40.0k,1,25,0,0
Tonala,10003053,Multiplast 40.0k,2,25,0,3
Tonala,10003053,Multiplast 40.0k,3,22,0,0
Tonala,10003053,Multiplast 40.0k,4,22,0,3
Tonala,10003053,Multiplast 40.0k,5,18,0,0
Tonala,10003053,Multiplast 40.0k,6,18,0,0
Tonala,10003053,Multiplast 40.0k,7,18,0,3
Tonala,10003053,Multiplast 40.0k,8,15,9,10
Tonala,10003053,Multiplast 40.0k,9,14,0,3
Tonala,10003053,Multiplast 40.0k,10,11,26,6
Tonala,10003053,Multiplast 40.0k,11,32,0,0
Tonala,10003053,Multiplast 40.0k,12,32,0,5
Tonala,10003053,Multiplast 40.0k,13,27,0,0
Tonala,10003053,Multiplast 40.0k,14,27,0,2
Tonala,10003053,Multiplast 40.0k,15,25,0,5
Tonala,10003053,Multiplast 40.0k,16,20,7,4
Tonala,10003053,Multiplast 40.0k,17,20,7,14
Tonala,10003053,Multiplast 40.0k,18,8,9,2
Tonala,10003053,Multiplast 40.0k,19,15,9,8
Tonala,10003053,Multiplast 40.0k,20,16,0,0
Tonala,10003053,Multiplast 40.0k,21,16,0,5
Tonala,10003053,Multiplast 40.0k,22,11,22,10
Tonala,10003053,Multiplast 40.0k,23,23,0,1
Tonala,10003053,Multiplast 40.0k,24,22,0,4
Tonala,10003053,Multiplast 40.0k,25,18,11,2
Tonala,10003053,Multiplast 40.0k,26,27,0,0
Tonala,10003053,Multiplast 40.0k,27,27,0,0
Tonala,10003053,Multiplast 40.0k,28,27,0,7
Tonala,10003053,Multiplast 40.0k,29,21,0,1
Tonala,10003053,Multiplast 40.0k,30,20,11,2
Tonala,10003053,Multiplast 40.0k,31,29,0,4
Tonala,10253667,Antihumedad 25k,1,7,0,0
Tonala,10253667,Antihumedad 25k,2,7,0,1
Tonala,10253667,Antihumedad 25k,3,6,0,0
Tonala,10253667,Antihumedad 25k,4,6,0,0
Tonala,10253667,Antihumedad 25k,5,6,0,0
Tonala,10253667,Antihumedad 25k,6,6,0,0
Tonala,10253667,Antihumedad 25k,7,6,0,0
Tonala,10253667,Antihumedad 25k,8,6,0,0
Tonala,10253667,Antihumedad 25k,9,6,0,3
Tonala,10253667,Antihumedad 25k,10,3,0,0
Tonala,10253667,Antihumedad 25k,11,3,0,0
Tonala,10253667,Antihumedad 25k,12,3,0,0
Tonala,10253667,Antihumedad 25k,13,3,0,0
Tonala,10253667,Antihumedad 25k,14,3,0,0
Tonala,10253667,Antihumedad 25k,15,3,0,0
Tonala,10253667,Antihumedad 25k,16,3,0,0
Tonala,10253667,Antihumedad 25k,17,3,0,2
Tonala,10253667,Antihumedad 25k,18,1,0,0
Tonala,10253667,Antihumedad 25k,19,1,13,2
Tonala,10253667,Antihumedad 25k,20,13,0,0
Tonala,10253667,Antihumedad 25k,21,13,0,1
Tonala,10253667,Antihumedad 25k,22,12,0,1
Tonala,10253667,Antihumedad 25k,23,11,0,2
Tonala,10253667,Antihumedad 25k,24,9,0,0
Tonala,10253667,Antihumedad 25k,25,9,18,0
Tonala,10253667,Antihumedad 25k,26,27,0,10
Tonala,10253667,Antihumedad 25k,27,17,0,0
Tonala,10253667,Antihumedad 25k,28,17,0,0
Tonala,10253667,Antihumedad 25k,29,17,0,0
Tonala,10253667,Antihumedad 25k,30,17,0,0
Tonala,10253667,Antihumedad 25k,31,17,0,1
Tonala,10000922,Mortero 25k,1,42,36,11
Tonala,10000922,Mortero 25k,2,72,72,0
Tonala,10000922,Mortero 25k,3,210,36,19
Tonala,10000922,Mortero 25k,4,210,36,42
Tonala,10000922,Mortero 25k,5,204,72,58
Tonala,10000922,Mortero 25k,6,218,64,33
Tonala,10000922,Mortero 25k,7,249,64,38
Tonala,10000922,Mortero 25k,8,275,64,58
Tonala,10000922,Mortero 25k,9,281,100,20
Tonala,10000922,Mortero 25k,10,361,108,0
Tonala,10000922,Mortero 25k,11,361,108,43
Tonala,10000922,Mortero 25k,12,426,0,71
Tonala,10000922,Mortero 25k,13,355,28,53
Tonala,10000922,Mortero 25k,14,330,28,67
Tonala,10000922,Mortero 25k,15,291,0,192
Tonala,10000922,Mortero 25k,16,99,0,20
Tonala,10000922,Mortero 25k,17,79,0,0
Tonala,10000922,Mortero 25k,18,79,0,0
Tonala,10000922,Mortero 25k,19,79,0,27
Tonala,10000922,Mortero 25k,20,52,144,103
Tonala,10000922,Mortero 25k,21,93,72,145
Tonala,10000922,Mortero 25k,22,57,119,184
Tonala,10000922,Mortero 25k,23,28,148,34
Tonala,10000922,Mortero 25k,24,142,144,0
Tonala,10000922,Mortero 25k,25,142,144,55
Tonala,10000922,Mortero 25k,26,231,144,38
Tonala,10000922,Mortero 25k,27,337,72,234
Tonala,10000922,Mortero 25k,28,175,0,151
Tonala,10000922,Mortero 25k,29,24,108,99
Tonala,10000922,Mortero 25k,30,61,144,53
Tonala,10000920,Mortero 50k,1,0,0,74
Tonala,10000920,Mortero 50k,2,0,0,0
Tonala,10000920,Mortero 50k,3,0,0,164
Tonala,10000920,Mortero 50k,4,0,0,0
Tonala,10000920,Mortero 50k,5,0,0,0
Tonala,10000920,Mortero 50k,6,0,0,0
Tonala,10000920,Mortero 50k,7,0,0,0
Tonala,10000920,Mortero 50k,8,0,0,0
Tonala,10000920,Mortero 50k,9,0,0,0
Tonala,10000920,Mortero 50k,10,0,0,0
Tonala,10000920,Mortero 50k,11,0,0,0
Tonala,10000920,Mortero 50k,12,0,0,0
Tonala,10000920,Mortero 50k,13,0,0,0
Tonala,10000920,Mortero 50k,14,0,0,0
Tonala,10000920,Mortero 50k,15,0,0,0
Tonala,10000920,Mortero 50k,16,0,0,0
Tonala,10000920,Mortero 50k,17,0,0,0
Tonala,10000920,Mortero 50k,18,0,0,0
Tonala,10000920,Mortero 50k,19,0,0,0
Tonala,10000920,Mortero 50k,20,0,0,0
Tonala,10000920,Mortero 50k,21,0,0,0
Tonala,10000920,Mortero 50k,22,0,0,0
Tonala,10000920,Mortero 50k,23,0,0,0
Tonala,10000920,Mortero 50k,24,0,0,0
Tonala,10000920,Mortero 50k,25,0,0,0
Tonala,10000920,Mortero 50k,26,0,0,0
Tonala,10000920,Mortero 50k,27,0,0,0
Tonala,10000920,Mortero 50k,28,0,0,0
Tonala,10000920,Mortero 50k,29,0,0,0
Tonala,10000920,Mortero 50k,30,0,0,0
Tonala,10000969,Impercem 50k,1,1,0,0
Tonala,10000969,Impercem 50k,2,1,0,0
Tonala,10000969,Impercem 50k,3,1,0,0
Tonala,10000969,Impercem 50k,4,1,0,0
Tonala,10000969,Impercem 50k,5,1,0,0
Tonala,10000969,Impercem 50k,6,1,0,0
Tonala,10000969,Impercem 50k,7,1,0,0
Tonala,10000969,Impercem 50k,8,1,0,0
Tonala,10000969,Impercem 50k,9,1,0,0
Tonala,10000969,Impercem 50k,10,1,0,0
Tonala,10000969,Impercem 50k,11,1,0,0
Tonala,10000969,Impercem 50k,12,1,0,0
Tonala,10000969,Impercem 50k,13,1,0,0
Tonala,10000969,Impercem 50k,14,1,0,0
Tonala,10000969,Impercem 50k,15,1,0,0
Tonala,10000969,Impercem 50k,16,1,0,0
Tonala,10000969,Impercem 50k,17,1,0,0
Tonala,10000969,Impercem 50k,18,1,0,0
Tonala,10000969,Impercem 50k,19,1,0,0
Tonala,10000969,Impercem 50k,20,1,0,0
Tonala,10000969,Impercem 50k,21,1,0,0
Tonala,10000969,Impercem 50k,22,1,0,0
Tonala,10000969,Impercem 50k,23,1,0,0
Tonala,10000969,Impercem 50k,24,1,0,0
Tonala,10000969,Impercem 50k,25,1,0,0
Tonala,10000969,Impercem 50k,26,1,0,0
Tonala,10000969,Impercem 50k,27,1,0,0
Tonala,10000969,Impercem 50k,28,1,0,0
Tonala,10000969,Impercem 50k,29,1,0,0
Tonala,10000969,Impercem 50k,30,1,0,0
Tonala,10002066,CPC30R 50k,1,316,25,30
Tonala,10002066,CPC30R 50k,2,327,18,0
Tonala,10002066,CPC30R 50k,3,310,0,171
Tonala,10002066,CPC30R 50k,4,310,0,5
Tonala,10002066,CPC30R 50k,5,305,0,24
Tonala,10002066,CPC30R 50k,6,281,23,20
Tonala,10002066,CPC30R 50k,7,283,0,14
Tonala,10002066,CPC30R 50k,8,270,54,60
Tonala,10002066,CPC30R 50k,9,264,36,40
Tonala,10002066,CPC30R 50k,10,260,0,0
Tonala,10002066,CPC30R 50k,11,260,0,60
Tonala,10002066,CPC30R 50k,12,200,72,15
Tonala,10002066,CPC30R 50k,13,257,36,38
Tonala,10002066,CPC30R 50k,14,255,36,12
Tonala,10002066,CPC30R 50k,15,279,72,105
Tonala,10002066,CPC30R 50k,16,246,72,86
Tonala,10002066,CPC30R 50k,17,232,0,0
Tonala,10002066,CPC30R 50k,18,232,0,0
Tonala,10002066,CPC30R 50k,19,232,0,10
Tonala,10002066,CPC30R 50k,20,222,72,33
Tonala,10002066,CPC30R 50k,21,260,20,11
Tonala,10002066,CPC30R 50k,22,270,36,46
Tonala,10002066,CPC30R 50k,23,260,59,18
Tonala,10002066,CPC30R 50k,24,301,0,0
Tonala,10002066,CPC30R 50k,25,301,0,10
Tonala,10002066,CPC30R 50k,26,291,18,3
Tonala,10002066,CPC30R 50k,27,306,0,18
Tonala,10002066,CPC30R 50k,28,288,0,70
Tonala,10002066,CPC30R 50k,29,218,208,153
Tonala,10002066,CPC30R 50k,30,274,72,49
Tonala,10029384,CPC30R 25k,1,51,172,0
Tonala,10029384,CPC30R 25k,2,169,36,0
Tonala,10029384,CPC30R 25k,3,204,0,0
Tonala,10029384,CPC30R 25k,4,204,0,24
Tonala,10029384,CPC30R 25k,5,180,36,27
Tonala,10029384,CPC30R 25k,6,189,172,117
Tonala,10029384,CPC30R 25k,7,244,72,55
Tonala,10029384,CPC30R 25k,8,261,64,91
Tonala,10029384,CPC30R 25k,9,234,36,15
Tonala,10029384,CPC30R 25k,10,255,36,0
Tonala,10029384,CPC30R 25k,11,255,36,124
Tonala,10029384,CPC30R 25k,12,167,136,108
Tonala,10029384,CPC30R 25k,13,194,64,95
Tonala,10029384,CPC30R 25k,14,163,64,147
Tonala,10029384,CPC30R 25k,15,80,92,135
Tonala,10029384,CPC30R 25k,16,109,92,53
Tonala,10029384,CPC30R 25k,17,148,0,0
Tonala,10029384,CPC30R 25k,18,148,0,0
Tonala,10029384,CPC30R 25k,19,148,0,113
Tonala,10029384,CPC30R 25k,20,35,202,148
Tonala,10029384,CPC30R 25k,21,89,128,100
Tonala,10029384,CPC30R 25k,22,181,36,144
Tonala,10029384,CPC30R 25k,23,109,172,60
Tonala,10029384,CPC30R 25k,24,258,36,0
Tonala,10029384,CPC30R 25k,25,258,36,199
Tonala,10029384,CPC30R 25k,26,95,108,142
Tonala,10029384,CPC30R 25k,27,61,144,82
Tonala,10029384,CPC30R 25k,28,123,216,203
Tonala,10029384,CPC30R 25k,29,136,64,175
Tonala,10029384,CPC30R 25k,30,97,72,73
Tonala,10042669,Bco CPC30R 25k,1,34,0,0
Tonala,10042669,Bco CPC30R 25k,2,31,0,0
Tonala,10042669,Bco CPC30R 25k,3,31,0,0
Tonala,10042669,Bco CPC30R 25k,4,31,0,1
Tonala,10042669,Bco CPC30R 25k,5,30,0,1
Tonala,10042669,Bco CPC30R 25k,6,30,0,0
Tonala,10042669,Bco CPC30R 25k,7,30,0,13
Tonala,10042669,Bco CPC30R 25k,8,17,18,2
Tonala,10042669,Bco CPC30R 25k,9,33,7,0
Tonala,10042669,Bco CPC30R 25k,10,39,0,0
Tonala,10042669,Bco CPC30R 25k,11,39,0,0
Tonala,10042669,Bco CPC30R 25k,12,39,0,10
Tonala,10042669,Bco CPC30R 25k,13,29,0,15
Tonala,10042669,Bco CPC30R 25k,14,14,18,3
Tonala,10042669,Bco CPC30R 25k,15,29,0,0
Tonala,10042669,Bco CPC30R 25k,16,29,0,0
Tonala,10042669,Bco CPC30R 25k,17,29,0,0
Tonala,10042669,Bco CPC30R 25k,18,29,0,0
Tonala,10042669,Bco CPC30R 25k,19,29,0,4
Tonala,10042669,Bco CPC30R 25k,20,25,0,5
Tonala,10042669,Bco CPC30R 25k,21,19,11,1
Tonala,10042669,Bco CPC30R 25k,22,29,0,12
Tonala,10042669,Bco CPC30R 25k,23,17,13,13
Tonala,10042669,Bco CPC30R 25k,24,18,0,0
Tonala,10042669,Bco CPC30R 25k,25,18,0,0
Tonala,10042669,Bco CPC30R 25k,26,18,11,0
Tonala,10042669,Bco CPC30R 25k,27,29,0,0
Tonala,10042669,Bco CPC30R 25k,28,29,0,5
Tonala,10042669,Bco CPC30R 25k,29,25,0,7
Tonala,10042669,Bco CPC30R 25k,30,18,0,0
Tonala,10042668,Bco CPC30R 50k,1,30,0,4
Tonala,10042668,Bco CPC30R 50k,2,30,0,0
Tonala,10042668,Bco CPC30R 50k,3,30,0,0
Tonala,10042668,Bco CPC30R 50k,4,30,0,0
Tonala,10042668,Bco CPC30R 50k,5,30,0,0
Tonala,10042668,Bco CPC30R 50k,6,30,0,5
Tonala,10042668,Bco CPC30R 50k,7,25,0,0
Tonala,10042668,Bco CPC30R 50k,8,25,0,0
Tonala,10042668,Bco CPC30R 50k,9,25,5,0
Tonala,10042668,Bco CPC30R 50k,10,29,0,0
Tonala,10042668,Bco CPC30R 50k,11,29,0,0
Tonala,10042668,Bco CPC30R 50k,12,29,0,5
Tonala,10042668,Bco CPC30R 50k,13,24,0,13
Tonala,10042668,Bco CPC30R 50k,14,11,18,1
Tonala,10042668,Bco CPC30R 50k,15,28,0,0
Tonala,10042668,Bco CPC30R 50k,16,28,0,0
Tonala,10042668,Bco CPC30R 50k,17,28,0,0
Tonala,10042668,Bco CPC30R 50k,18,28,0,0
Tonala,10042668,Bco CPC30R 50k,19,28,0,3
Tonala,10042668,Bco CPC30R 50k,20,25,0,3
Tonala,10042668,Bco CPC30R 50k,21,22,5,1
Tonala,10042668,Bco CPC30R 50k,22,26,0,3
Tonala,10042668,Bco CPC30R 50k,23,23,0,0
Tonala,10042668,Bco CPC30R 50k,24,23,0,0
Tonala,10042668,Bco CPC30R 50k,25,23,0,0
Tonala,10042668,Bco CPC30R 50k,26,23,7,1
Tonala,10042668,Bco CPC30R 50k,27,29,0,0
Tonala,10042668,Bco CPC30R 50k,28,29,0,3
Tonala,10042668,Bco CPC30R 50k,29,26,0,3
Tonala,10042668,Bco CPC30R 50k,30,24,0,0
Tonala,10003053,Multiplast 40.0k,1,26,11,0
Tonala,10003053,Multiplast 40.0k,2,15,18,0
Tonala,10003053,Multiplast 40.0k,3,30,0,0
Tonala,10003053,Multiplast 40.0k,4,30,0,2
Tonala,10003053,Multiplast 40.0k,5,28,0,5
Tonala,10003053,Multiplast 40.0k,6,23,13,3
Tonala,10003053,Multiplast 40.0k,7,33,0,5
Tonala,10003053,Multiplast 40.0k,8,28,0,10
Tonala,10003053,Multiplast 40.0k,9,18,18,0
Tonala,10003053,Multiplast 40.0k,10,36,0,0
Tonala,10003053,Multiplast 40.0k,11,36,0,5
Tonala,10003053,Multiplast 40.0k,12,31,0,5
Tonala,10003053,Multiplast 40.0k,13,25,0,8
Tonala,10003053,Multiplast 40.0k,14,18,0,18
Tonala,10003053,Multiplast 40.0k,15,0,35,15
Tonala,10003053,Multiplast 40.0k,16,20,0,0
Tonala,10003053,Multiplast 40.0k,17,20,0,0
Tonala,10003053,Multiplast 40.0k,18,20,0,0
Tonala,10003053,Multiplast 40.0k,19,20,0,0
Tonala,10003053,Multiplast 40.0k,20,20,13,5
Tonala,10003053,Multiplast 40.0k,21,29,0,1
Tonala,10003053,Multiplast 40.0k,22,28,0,18
Tonala,10003053,Multiplast 40.0k,23,9,22,0
Tonala,10003053,Multiplast 40.0k,24,31,0,0
Tonala,10003053,Multiplast 40.0k,25,31,0,12
Tonala,10003053,Multiplast 40.0k,26,19,0,3
Tonala,10003053,Multiplast 40.0k,27,17,35,5
Tonala,10003053,Multiplast 40.0k,28,47,0,8
Tonala,10003053,Multiplast 40.0k,29,39,0,7
Tonala,10003053,Multiplast 40.0k,30,31,0,7
Tonala,10253667,Antihumedad 25k,1,16,0,2
Tonala,10253667,Antihumedad 25k,2,14,0,5
Tonala,10253667,Antihumedad 25k,3,9,0,0
Tonala,10253667,Antihumedad 25k,4,9,0,0
Tonala,10253667,Antihumedad 25k,5,9,0,0
Tonala,10253667,Antihumedad 25k,6,9,0,0
Tonala,10253667,Antihumedad 25k,7,9,0,0
Tonala,10253667,Antihumedad 25k,8,9,0,0
Tonala,10253667,Antihumedad 25k,9,9,7,0
Tonala,10253667,Antihumedad 25k,10,15,0,0
Tonala,10253667,Antihumedad 25k,11,15,0,0
Tonala,10253667,Antihumedad 25k,12,15,0,0
Tonala,10253667,Antihumedad 25k,13,15,0,0
Tonala,10253667,Antihumedad 25k,14,15,0,1
Tonala,10253667,Antihumedad 25k,15,14,0,0
Tonala,10253667,Antihumedad 25k,16,14,0,0
Tonala,10253667,Antihumedad 25k,17,14,0,0
Tonala,10253667,Antihumedad 25k,18,14,0,0
Tonala,10253667,Antihumedad 25k,19,14,0,14
